DEPTO,DOMINIO,AREA,UPM,NO_HOGAR,FACTOR,POBREZA,TOTAL_PERS,PPB01,PPB02,PPB03,P01A01,P01A02,P01A03,P01A04,P01A05A,P01A05B,P01A05C,P01A05D,P01A05E,P01A05F,P01A06,P01B01,P01B02,P01B03,P01C01,P01C02A,P01C02B,P01C02C,P01C02D,P01C02E,P01C02F,P01C02G,P01C02H,P01C02I,P01C02J,P01C02K,P01C02L,P01C02M,P01C03A,P01C03B,P01C03C,P01C03D,P01C03E,P01C03F,P01C04,P01D01,P01D02,P01D03,P01D04,P01D05,P01D06,P01D07,P01D08,P01D09,P01D10,P01D11,P01D12,P01D13A,P01D13B,P01D14,P01D15A,P01D15B,P01D16,P01D17,P01D18,P01D19,P01D20A,P01D21A,P01D20B,P01D21B,P01D20C,P01D21C,P01D20D,P01D21D,P01D20E,P01D21E,P01D22,P01D23A,P01D23B,P01D24,P01D25,P01D26,P01D27,P01D28,P01D29,P01D30,P01D31A,P01D31B,P01D31C,P01D32,P01D33,P01D34,P01G01,P01H01,P01H02,P01H03,P01H04,P01H05,P01H06,P01H07,P01H08,P01H09,P01H10,P01H11,P01H12,P01H13,P01H14,P01H15,P01H16,P01I01A,P01I01B,P02B01,P02B02A,P02B02B,P02B02C,P02B02D,P02B02E,P02B02F,P02B02G,P02B03A,P02B03B,P02B03C,P02B04A,P02B04B,P02B04C,P02B05A,P02B05B
5,2,1,8104,3007,530,2,4,1,1,1,1,2,2,4,1,2,1,2,1,1,2,1,1000,N/A,2,,,,,,,,,,,,,,,,,,,,,2,2,1,1,1,1,1,1,25,0,24,,,,,2,,4,3,1,1,2,,2,,1,15,2,,1,100,3,,,1,3,1,24,1,2,1,0,,,,1,2,1,1,1,1,1,1,1,1,1,2,99,99,99,99,99,99,99,2,,4,2,1,2,2,2,1,2,1,5,ESCUINTLA,,,,2020,4
5,2,1,8104,3006,530,3,1,1,1,1,1,2,2,4,2,2,2,2,2,2,1,1,700,N/A,2,,,,,,,,,,,,,,,,,,,,,1,1,0,7,99,98,,,,,,20,0,5,1,2,,4,5,,2,2,,2,,1,70,2,,2,,3,,,1,2,1,24,2,,,,,,,,,3,1,1,1,1,1,1,1,1,2,99,99,99,99,99,99,99,2,,2,2,2,2,2,2,2,2,,,,,,,,
5,2,1,8104,3010,530,2,4,1,1,1,5,6,2,7,1,2,2,2,2,2,1,4,400,N/A,2,,,,,,,,,,,,,,,,,,,,,1,1,0,2,1,1,2,1,15,7,24,,,,,2,,4,4,2,2,2,,2,,2,,2,,1,35,3,,,1,0,,,2,,,,,,,,,3,1,1,2,1,2,2,2,9,1,2,2,2,2,2,2,2,2,,1,2,2,2,2,2,2,2,,,,,,,,
5,3,2,8205,3050,266,2,9,1,1,1,1,2,2,1,2,2,1,2,2,1,3,1,300,N/A,2,,,,,,,,,,,,,,,,,,,,,3,3,0,5,1,4,,,,,,0,,,,2,,3,2,1,2,2,,2,,2,,2,,1,110,3,,,1,2,5,0,1,2,1,0,,,,2,5,1,1,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,,1,2,2,2,2,2,2,2,,,,,,,,
5,3,2,8205,3056,266,2,7,1,1,1,5,6,2,7,2,2,1,2,2,1,1,4,400,N/A,1,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1750,1,1,0,5,1,4,,,,,,0,,,,2,,3,5,,2,2,,2,,2,,2,,2,,3,,,1,3,1,20,1,2,4,1000,0,10,1,2,3,1,1,1,1,2,2,2,1,1,1,2,2,1,1,1,1,1,2,,3,2,2,2,2,2,2,2,,,,,,,,
5,3,2,8205,3055,266,3,4,1,1,1,1,2,2,7,2,2,1,2,2,1,2,1,1000,N/A,2,,,,,,,,,,,,,,,,,,,,,2,2,0,5,1,4,,,,,,0,,,,2,,1,4,1,2,2,,2,,2,,2,,2,,3,,,1,0,,,1,2,4,15,0,30,1,2,5,3,2,2,2,1,2,2,2,2,2,99,99,99,99,99,99,99,2,,99,2,2,2,2,2,2,2,,,,,,,,
5,3,2,8205,3052,266,3,1,1,1,1,1,2,2,4,2,2,1,2,2,1,2,1,400,N/A,2,,,,,,,,,,,,,,,,,,,,,2,1,0,6,1,4,,,,,,0,,,,2,,3,5,,1,2,,2,,2,,2,,1,110,3,,,1,3,0,24,1,2,5,3000,3,0,4,2,5,1,1,1,1,2,1,1,1,1,2,99,99,99,99,99,99,99,2,,2,2,2,2,2,2,2,2,,,,,,,,
5,3,2,8205,3059,266,3,2,1,1,1,1,2,2,4,2,2,1,2,2,1,1,4,600,N/A,2,,,,,,,,,,,,,,,,,,,,,1,1,0,5,1,4,,,,,,3,0,1,1,2,,3,4,1,2,2,,2,,2,,2,,2,,3,,,1,2,0,24,1,2,1,0,,,,2,5,3,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,,2,2,2,2,2,2,2,2,,,,,,,,
5,3,2,8205,3057,266,3,5,1,1,1,1,2,2,4,2,2,1,2,2,1,2,1,300,N/A,2,,,,,,,,,,,,,,,,,,,,,2,2,0,1,1,4,,,,,,0,,,,2,,3,4,1,1,2,,2,,1,115,2,,1,100,3,,,1,3,3,24,1,2,2,1000,0,15,98,2,5,3,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,,2,2,2,2,2,2,2,2,,,,,,,,
5,3,2,8205,3058,266,2,4,1,1,1,1,5,2,7,2,2,1,2,2,1,2,1,800,N/A,2,,,,,,,,,,,,,,,,,,,,,2,1,0,5,1,4,,,,,,0,,,,2,,5,3,2,1,2,,2,,2,,2,,2,,3,,,1,0,,,1,2,4,0,,,,2,5,1,1,2,1,1,2,2,2,2,1,1,1,2,2,1,2,2,2,,1,2,2,2,2,2,2,2,,,,,,,,
5,3,2,8205,3051,266,3,3,1,1,1,1,2,2,4,2,2,1,2,2,1,1,4,400,N/A,2,,,,,,,,,,,,,,,,,,,,,1,1,0,7,99,4,,,,,,5,0,1,1,2,,3,2,1,2,2,,2,,2,,2,,2,,3,,,1,2,1,0,2,,,,,,,,,3,1,1,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,,2,2,2,2,2,2,2,2,,,,,,,,
5,3,2,8205,3054,266,1,7,1,1,1,1,5,2,7,2,2,2,2,2,2,1,1,700,N/A,2,,,,,,,,,,,,,,,,,,,,,1,1,0,5,1,4,,,,,,0,,,,2,,3,4,1,1,2,,2,,2,,2,,2,,3,,,2,,,,1,2,1,0,,,,2,5,1,1,1,1,1,2,1,1,2,1,1,1,2,1,1,1,1,2,,3,2,2,2,2,2,2,2,,,,,,,,
5,3,2,8205,3053,266,3,4,1,1,1,1,2,1,1,2,2,1,2,2,1,3,4,1000,N/A,2,,,,,,,,,,,,,,,,,,,,,3,3,0,1,1,4,,,,,,0,,,,2,,5,3,1,1,2,,2,,2,,2,,1,25,3,,,1,3,1,24,1,2,1,0,,,,2,5,1,1,1,1,1,2,2,1,2,1,2,2,2,1,1,2,2,2,,2,2,2,2,2,2,2,2,,,,,,,,
5,3,2,8270,3090,367,3,7,1,1,1,1,2,2,4,2,2,1,2,2,1,2,1,600,N/A,1,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1250,2,2,0,5,1,4,,,,,,0,,,,2,,3,2,1,1,2,,2,,1,50,2,,2,,3,,,1,1,0,24,1,2,1,0,,,,2,5,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,,2,2,2,2,2,2,2,2,,,,,,,,
5,3,2,8270,3086,367,3,3,1,1,1,1,2,2,4,2,2,1,2,2,1,1,4,500,N/A,2,,,,,,,,,,,,,,,,,,,,,1,1,0,1,1,4,,,,,,0,,,,2,,4,2,1,1,2,,2,,1,275,2,,1,110,3,,,1,2,1,24,1,2,1,0,,,,2,2,1,1,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,,3,2,2,2,2,2,2,2,,,,,,,,
5,3,2,8270,3089,367,3,6,1,1,1,5,6,2,7,2,2,2,2,2,2,1,1,600,N/A,2,,,,,,,,,,,,,,,,,,,,,1,1,0,5,1,4,,,,,,0,,,,2,,4,2,1,1,2,,2,,1,150,2,,2,,3,,,2,,,,1,2,1,0,,,,2,5,3,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,2,2,,2,2,2,2,2,2,1,2,1,5,ESCUINTLA,,,,2010,10
5,3,2,8270,3087,367,3,4,1,1,1,1,2,2,4,2,2,1,2,2,1,2,3,N/A,600,2,,,,,,,,,,,,,,,,,,,,,2,2,0,5,1,4,,,,,,0,,,,2,,4,2,1,1,2,,2,,1,50,2,,2,,3,,,1,1,0,24,1,2,4,1500,0,15,1,2,2,3,1,2,1,1,2,1,2,2,1,1,1,2,1,1,2,2,2,,3,2,2,2,2,2,2,2,,,,,,,,
5,3,2,8270,3088,367,3,4,1,1,1,1,3,2,4,2,2,1,2,2,1,3,1,1000,N/A,2,,,,,,,,,,,,,,,,,,,,,3,2,0,4,1,4,,,,,,0,,,,2,,4,3,1,1,2,,2,,1,100,2,,2,,3,,,1,1,2,24,1,2,4,0,,,,1,5,1,1,1,1,1,2,1,2,2,1,2,1,2,1,1,1,2,2,,2,2,2,2,2,2,1,2,1,5,ESCUINTLA,,,,2013,10
5,2,1,8343,3132,473,3,6,1,1,1,1,4,2,2,1,1,1,1,2,1,4,1,3000,N/A,2,,,,,,,,,,,,,,,,,,,,,4,3,1,1,1,1,1,1,20,0,24,,,,,2,,4,1,1,1,2,,1,150,1,150,2,,1,110,2,1,35,1,1,0,24,1,2,1,100,5,0,5,2,2,1,1,1,1,1,2,1,1,2,1,1,1,2,2,2,2,2,2,,4,2,2,2,2,2,2,2,,,,,,,,
5,2,1,8343,3129,473,3,5,1,1,1,1,2,2,4,1,1,1,2,2,2,4,1,1000,N/A,2,,,,,,,,,,,,,,,,,,,,,4,3,1,1,1,1,1,1,10,3,2,,,,,2,,3,1,1,1,2,,2,,1,30,2,,1,100,2,1,45,1,6,2,0,2,,,,,,,,,3,1,2,1,1,2,2,1,2,1,1,1,2,2,2,2,2,2,,3,1,2,2,2,1,2,2,1,5,ESCUINTLA,,,,2020,2
5,2,1,8343,3130,473,3,4,1,1,1,5,6,2,4,1,1,1,2,2,1,1,1,500,N/A,2,,,,,,,,,,,,,,,,,,,,,1,1,0,2,1,1,1,1,5,0,24,,,,,2,,5,1,2,1,1,200,2,,2,,1,160,1,100,2,1,30,1,3,0,24,1,2,1,15,0,10,1,1,1,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,,1,2,2,2,2,2,2,2,,,,,,,,
5,2,1,8343,3127,473,3,3,1,1,1,5,6,2,4,1,1,2,2,2,2,1,1,500,N/A,1,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,3000,1,1,0,2,1,1,1,1,10,15,10,,,,,2,,4,1,1,1,2,,2,,2,,1,85,1,110,2,1,30,1,2,0,24,1,2,1,150,0,10,1,2,5,1,2,2,9,2,2,2,2,2,1,2,2,2,2,2,2,2,2,,3,2,1,2,2,2,2,2,1,5,ESCUINTLA,,,,2019,8
5,2,1,8343,3128,473,3,5,1,1,1,5,6,2,4,1,1,1,2,2,1,1,1,700,N/A,2,,,,,,,,,,,,,,,,,,,,,1,1,0,1,1,1,1,1,10,0,24,,,,,2,,3,1,1,1,2,,2,,2,,2,,2,,2,1,35,1,0,,,1,2,1,35,0,5,1,2,5,3,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,,2,2,2,2,2,2,2,2,,,,,,,,
5,2,1,8343,3131,473,2,4,1,1,1,1,2,1,1,1,1,1,2,1,1,2,4,1000,N/A,2,,,,,,,,,,,,,,,,,,,,,2,2,0,1,1,1,1,1,5,0,24,,,,,2,,4,1,1,1,1,200,2,,2,,1,0,2,,2,1,35,1,0,,,1,2,1,200,1,0,1,2,2,3,1,2,1,1,2,1,2,2,1,2,1,2,1,1,2,2,2,,99,2,2,2,2,2,2,2,,,,,,,,
5,2,1,8380,3148,507,2,6,1,1,1,1,2,2,4,1,2,1,2,2,1,1,1,300,N/A,2,,,,,,,,,,,,,,,,,,,,,1,1,0,5,1,1,1,3,17,5,4,,,,,2,,3,2,1,1,2,,2,,1,110,2,,1,65,3,,,1,2,1,24,1,2,4,1000,0,30,1,2,5,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,,3,2,2,2,2,2,2,2,,,,,,,,
5,2,1,8380,3146,507,2,3,1,1,1,5,6,2,7,2,2,2,2,2,2,1,4,400,N/A,2,,,,,,,,,,,,,,,,,,,,,1,1,0,2,1,98,,,,,,1,0,10,1,2,,3,3,2,1,2,,2,,1,25,2,,2,,5,,,1,2,0,24,1,2,4,3000,1,0,1,2,5,3,1,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,,3,2,2,2,2,2,2,2,,,,,,,,
5,2,1,8380,3149,507,3,5,1,1,1,1,2,2,1,1,2,1,2,2,1,2,1,700,N/A,2,,,,,,,,,,,,,,,,,,,,,2,2,0,2,1,1,1,3,21,10,2,,,,,2,,3,3,1,1,2,,2,,1,100,2,,1,75,3,,,1,2,0,24,1,2,1,5,0,20,1,2,5,3,1,2,1,2,2,2,2,2,1,1,1,2,2,2,1,2,2,,4,2,2,2,2,2,2,2,,,,,,,,
5,2,1,8380,3151,507,3,4,1,1,1,5,6,2,4,1,2,1,2,2,2,1,1,400,N/A,2,,,,,,,,,,,,,,,,,,,,,1,1,1,2,1,1,2,3,30,20,2,,,,,2,,4,5,,1,2,,2,,1,100,2,,1,75,3,,,1,2,2,24,1,2,4,1000,1,50,1,2,5,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,2,2,2,,3,2,2,2,2,2,1,2,1,5,ESCUINTLA,,,,2020,2
5,2,1,8380,3147,507,3,5,1,1,1,1,2,2,2,1,2,1,2,2,1,2,1,500,N/A,2,,,,,,,,,,,,,,,,,,,,,2,1,0,3,1,1,1,3,22,7,3,,,,,2,,4,3,1,1,2,,2,,1,200,2,,1,60,5,,,1,0,,,1,2,5,200,0,30,1,2,5,1,1,1,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,,3,2,2,2,2,2,2,2,,,,,,,,
5,2,1,8380,3145,507,2,4,1,1,1,1,2,2,2,1,2,1,2,2,2,3,4,500,N/A,1,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2000,3,2,0,3,1,1,1,3,22,15,3,,,,,2,,4,2,1,1,2,,2,,1,200,2,,1,85,5,,,1,2,0,24,2,,,,,,,,,1,1,2,1,2,1,1,1,2,1,2,2,2,2,2,2,2,2,,3,2,2,2,2,2,2,2,,,,,,,,
5,2,1,8380,3150,507,2,6,1,1,1,1,2,2,4,1,2,1,2,2,1,1,4,500,N/A,1,2,2,2,2,2,2,2,1,2,1,1,2,1,1,2,2,1,2,2,3800,1,1,0,5,1,1,1,3,24,16,4,,,,,2,,3,3,1,1,2,,2,,1,120,2,,1,65,3,,,1,3,0,24,1,2,4,600,1,30,5,2,5,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,,3,2,2,2,2,2,2,2,,,,,,,,
5,2,1,8461,3185,213,3,3,1,1,1,1,2,1,1,2,2,1,1,2,1,4,1,500,N/A,2,,,,,,,,,,,,,,,,,,,,,4,2,0,1,1,4,,,,,,1,0,0,1,2,,4,2,1,1,1,326,1,0,1,500,1,0,2,,1,2,,1,6,3,24,2,,,,,,,,,1,2,2,2,2,2,2,2,2,2,99,99,99,99,99,99,99,2,,3,2,2,2,2,2,2,2,,,,,,,,
5,2,1,8461,3182,213,3,3,1,1,1,1,2,1,1,1,2,1,1,2,1,3,4,500,N/A,2,,,,,,,,,,,,,,,,,,,,,3,1,0,1,1,4,,,,,,1,0,5,1,2,,4,2,1,1,1,230,1,0,1,76,1,0,1,0,5,,,1,30,1,12,2,,,,,,,,,3,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,,4,2,2,2,2,2,2,2,,,,,,,,
5,2,1,8461,3188,213,3,1,1,1,1,1,2,2,1,1,1,1,2,2,1,2,3,N/A,900,2,,,,,,,,,,,,,,,,,,,,,2,1,0,3,1,4,,,,,,1,0,1,1,2,,4,1,1,1,1,150,2,,1,500,1,75,1,75,1,2,,1,8,2,24,2,,,,,,,,,1,1,2,2,2,2,2,1,2,2,99,99,99,99,99,99,99,2,,4,2,2,2,2,2,2,2,,,,,,,,
5,2,1,8461,3184,213,3,4,1,1,1,1,2,1,1,2,2,1,2,2,1,3,3,N/A,1000,2,,,,,,,,,,,,,,,,,,,,,3,2,0,3,1,4,,,,,,1,0,1,1,2,,4,3,1,1,2,,2,,1,100,2,,1,80,1,2,,1,3,2,24,1,1,1,1,1,1,98,2,4,1,1,2,2,1,2,1,2,2,1,2,1,2,1,2,2,2,2,,4,2,2,2,2,2,2,2,,,,,,,,
5,2,1,8461,3183,213,3,2,1,1,1,1,1,2,4,2,2,1,1,2,1,1,3,N/A,500,2,,,,,,,,,,,,,,,,,,,,,1,1,0,2,1,4,,,,,,5,0,1,1,2,,4,2,1,1,2,,2,,1,100,2,,1,80,3,,,1,5,2,24,2,,,,,,,,,1,1,1,1,1,1,1,1,1,2,99,99,99,99,99,99,99,2,,3,2,2,2,2,2,2,2,,,,,,,,
5,2,1,8461,3186,213,2,3,1,1,1,1,2,2,1,2,2,1,2,2,1,1,3,N/A,500,2,,,,,,,,,,,,,,,,,,,,,1,1,0,2,1,4,,,,,,0,,,,2,,4,2,1,1,2,,2,,1,300,2,,1,60,3,,,1,2,1,24,2,,,,,,,,,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,2,2,,3,2,2,2,2,2,2,2,,,,,,,,
5,2,1,8461,3181,213,3,1,1,1,1,1,2,1,2,2,2,1,2,2,1,1,3,N/A,1200,2,,,,,,,,,,,,,,,,,,,,,1,1,1,2,1,4,,,,,,0,,,,2,,5,2,1,1,2,,2,,1,100,2,,1,50,3,,,1,2,1,24,2,,,,,,,,,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,,2,2,2,2,2,2,2,2,,,,,,,,
5,2,1,8461,3189,213,3,3,1,1,1,1,2,2,1,2,2,1,2,2,1,2,3,N/A,1000,2,,,,,,,,,,,,,,,,,,,,,2,2,0,1,1,4,,,,,,1,0,1,1,2,,4,3,1,1,2,,2,,1,30,2,,1,80,3,,,1,5,2,24,1,1,1,1,0,1,98,2,2,1,1,1,1,1,2,1,2,2,2,99,99,99,99,99,99,99,2,,2,2,2,2,2,2,1,2,1,5,ESCUINTLA,,,,2008,10
5,2,1,8461,3187,213,3,3,1,1,1,1,2,2,4,1,1,1,2,2,1,1,4,600,N/A,2,,,,,,,,,,,,,,,,,,,,,1,1,0,2,1,4,,,,,,1,0,1,1,1,80,4,2,1,1,2,,2,,1,100,2,,1,25,3,,,1,30,3,24,1,1,1,2,0,5,1,2,5,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,4,2,2,2,2,2,2,2,,,,,,,,
5,2,1,8461,3180,213,3,5,1,1,1,1,2,2,1,2,2,1,2,2,1,5,1,800,N/A,1,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,6000,5,4,0,1,1,4,,,,,,2,0,5,1,2,,4,2,1,1,2,,2,,1,400,2,,1,90,2,1,150,1,6,2,24,1,2,1,500,0,15,5,2,4,3,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,,3,2,2,2,2,2,2,2,,,,,,,,
5,3,2,8475,3199,231,3,1,1,1,1,5,8,2,7,2,2,2,2,2,2,1,1,500,N/A,2,,,,,,,,,,,,,,,,,,,,,1,1,0,6,1,4,,,,,,1,0,1,1,2,,2,4,1,1,2,,2,,1,40,2,,2,,3,,,1,8,7,24,1,2,4,10,0,5,1,2,5,1,1,1,1,1,1,1,1,1,2,99,99,99,99,99,99,99,2,,3,2,2,2,2,2,1,2,1,5,ESCUINTLA,,,,2023,8
5,3,2,8475,3197,231,3,4,1,1,1,1,2,2,1,2,2,1,2,2,1,2,1,500,N/A,1,2,1,1,1,1,1,1,1,1,1,2,2,2,1,2,2,1,2,2,84000,2,2,0,6,1,4,,,,,,1,0,1,1,2,,5,2,1,1,2,,2,,1,90,2,,1,100,3,,,1,7,6,24,1,2,1,10000,1,0,5,2,5,2,1,1,1,1,2,1,1,1,1,2,2,2,2,1,2,2,1,1,3,2,2,2,2,2,2,2,,,,,,,,
5,3,2,8475,3195,231,3,2,1,1,1,1,5,2,7,2,2,1,2,2,1,1,1,500,N/A,2,,,,,,,,,,,,,,,,,,,,,1,1,0,6,1,4,,,,,,5,0,5,1,2,,3,5,,2,2,,2,,1,50,2,,2,,3,,,1,10,7,24,1,2,1,10000,0,30,5,2,3,1,1,1,1,1,1,1,1,1,2,99,99,99,99,99,99,99,2,,4,2,2,2,2,2,2,2,,,,,,,,
5,3,2,8475,3192,231,3,5,1,1,1,1,2,2,4,2,2,1,2,2,1,3,1,500,N/A,2,,,,,,,,,,,,,,,,,,,,,3,3,0,1,1,4,,,,,,5,0,5,1,2,,5,2,2,1,2,,2,,1,600,2,,1,110,3,,,1,3,1,24,1,2,1,0,,,,2,5,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,,2,2,2,2,2,2,2,2,,,,,,,,
5,3,2,8475,3193,231,3,4,1,1,1,1,2,2,7,2,2,1,2,2,1,2,1,308,N/A,2,,,,,,,,,,,,,,,,,,,,,2,1,0,5,1,3,,,,,,100,0,5,98,2,,5,2,1,1,2,,2,,1,300,2,,2,,3,,,1,8,5,24,1,2,1,5,0,1,5,2,5,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,,2,2,2,2,2,2,2,2,,,,,,,,
5,3,2,8475,3190,231,3,4,1,1,1,1,2,2,1,2,2,1,2,2,1,1,1,500,N/A,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,5000,1,1,0,1,1,4,,,,,,200,0,10,1,2,,5,2,1,1,2,,2,,1,20,2,,2,,3,,,1,2,2,24,1,2,4,20,0,40,98,2,4,1,1,2,1,2,2,1,2,2,1,2,2,2,2,2,2,2,2,,1,2,2,2,2,2,2,2,,,,,,,,
5,3,2,8475,3198,231,3,5,1,1,1,1,2,2,4,2,2,1,2,2,1,2,4,300,N/A,2,,,,,,,,,,,,,,,,,,,,,2,2,0,6,1,4,,,,,,5,0,5,1,2,,3,2,1,1,2,,2,,1,150,2,,1,110,3,,,1,5,0,5,1,2,4,50,0,20,1,2,4,3,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,,3,2,2,2,2,2,2,2,,,,,,,,
5,3,2,8475,3196,231,3,7,1,1,1,1,2,2,4,2,2,1,2,2,1,1,1,600,N/A,2,,,,,,,,,,,,,,,,,,,,,1,1,0,4,1,4,,,,,,5,0,2,1,2,,5,2,1,1,2,,2,,1,400,2,,2,,3,,,1,4,4,24,1,2,1,1000,0,20,1,2,5,1,1,2,2,1,2,2,1,2,1,1,1,2,1,1,1,1,2,,3,2,2,2,2,2,2,2,,,,,,,,
5,3,2,8475,3191,231,3,8,1,1,1,1,2,2,4,2,2,1,2,2,1,2,3,N/A,300,2,,,,,,,,,,,,,,,,,,,,,2,2,0,6,1,4,,,,,,2,0,2,1,2,,5,5,,1,2,,2,,1,40,2,,2,,3,,,1,5,3,24,1,2,1,2000,0,30,98,2,5,1,1,2,1,1,2,2,2,2,1,2,2,1,1,1,1,2,2,,3,2,2,2,2,2,1,2,1,5,ESCUINTLA,,,,2007,10
5,3,2,8475,3194,231,3,5,1,1,1,1,2,2,4,2,2,1,2,2,1,4,1,1000,N/A,2,,,,,,,,,,,,,,,,,,,,,4,4,0,1,1,4,,,,,,3,0,5,1,1,280,4,2,1,1,2,,2,,1,100,2,,1,110,3,,,1,4,4,5,1,1,4,2,0,2,1,2,5,1,1,2,2,2,2,1,2,2,1,1,2,2,2,2,2,2,2,,3,2,2,2,2,2,1,2,1,5,ESCUINTLA,,,,2007,10
5,2,1,8535,3234,391,3,1,1,1,1,1,2,2,1,2,2,1,2,2,1,2,3,N/A,1200,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2500,2,1,0,1,1,4,,,,,,2,0,1,1,2,,4,3,1,1,2,,2,,2,,2,,2,,1,2,,1,10,5,20,2,,,,,,,,,3,2,2,2,2,2,2,2,2,2,99,99,99,99,99,99,99,2,,3,2,2,2,2,2,2,2,,,,,,,,
5,2,1,8535,3229,391,3,3,1,1,1,1,2,2,4,2,2,1,2,2,1,3,1,1000,N/A,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2500,3,2,0,1,1,4,,,,,,6,0,0,98,2,,4,3,1,1,2,,2,,1,140,2,,1,80,1,2,,1,2,0,24,1,2,4,5000,0,30,5,2,5,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,,2,2,2,2,2,2,2,2,,,,,,,,
5,2,1,8535,3228,391,3,2,1,1,1,1,2,2,4,2,2,1,2,2,1,5,1,1200,N/A,2,,,,,,,,,,,,,,,,,,,,,5,2,0,1,1,4,,,,,,1,0,1,1,2,,4,2,1,1,2,,2,,2,,1,150,1,80,3,,,1,1,2,24,2,,,,,,,,,1,1,1,1,1,2,2,2,2,2,99,99,99,99,99,99,99,2,,3,2,2,2,2,2,2,2,,,,,,,,
5,2,1,8535,3230,391,3,4,1,1,1,1,2,2,1,2,1,1,1,2,1,3,1,3000,N/A,2,,,,,,,,,,,,,,,,,,,,,3,3,0,1,1,98,,,,,,1,0,5,1,2,,4,2,1,1,1,550,1,0,1,300,1,0,2,,2,1,65,1,5,3,23,1,2,1,500,1,10,5,2,2,3,2,2,2,2,2,2,2,2,2,99,99,99,99,99,99,99,2,,3,2,2,2,2,2,2,2,,,,,,,,
5,2,1,8535,3232,391,3,5,1,1,1,1,2,2,4,2,2,1,2,2,1,5,1,1500,N/A,2,,,,,,,,,,,,,,,,,,,,,5,3,0,1,1,4,,,,,,5,0,5,1,2,,2,3,1,1,2,,2,,1,450,1,189,2,,2,1,60,1,10,2,24,1,2,1,500,0,30,5,2,5,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,,2,2,2,2,2,2,2,2,,,,,,,,
5,2,1,8535,3231,391,2,4,1,1,1,1,2,2,1,2,2,1,2,2,1,4,3,N/A,1200,2,,,,,,,,,,,,,,,,,,,,,4,2,2,1,1,4,,,,,,1,0,2,1,2,,4,3,1,1,2,,2,,1,30,2,,1,85,3,,,1,1,7,23,1,2,4,1,0,2,1,2,5,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,,3,2,2,2,2,2,2,2,,,,,,,,
5,2,1,8535,3233,391,3,1,1,1,1,1,2,98,1,2,2,1,1,2,1,6,1,3000,N/A,2,,,,,,,,,,,,,,,,,,,,,6,3,0,1,1,4,,,,,,10,0,1,1,2,,4,2,1,1,1,225,1,100,1,325,2,,2,,1,2,,1,3,3,20,2,,,,,,,,,2,2,2,2,2,2,2,2,2,2,99,99,99,99,99,99,99,1,2,2,2,2,2,2,2,2,2,,,,,,,,
6,2,1,8591,3277,264,3,3,1,1,1,1,2,1,1,1,1,1,1,1,1,3,1,1500,N/A,2,,,,,,,,,,,,,,,,,,,,,3,2,2,1,1,1,1,1,30,0,24,,,,,2,,4,1,1,1,1,165,2,,1,498,1,0,1,100,2,1,25,1,1,0,24,2,,,,,,,,,1,2,2,2,2,2,2,2,2,2,99,99,99,99,99,99,99,2,,2,2,2,2,2,2,2,2,,,,,,,,
