DEPTO,DOMINIO,AREA,UPM,NO_HOGAR,FACTOR,POBREZA,EMIGRACION_ID,OCC,P01I02,P01I03,P01I04,P01I05
2,2,1,5727,1276,51,3,3665,1,2,48,2018,3001
2,3,2,5752,1305,204,3,3541,1,2,22,2019,3001
2,3,2,5752,1305,204,3,3542,2,2,26,2020,3001
2,3,2,5752,1305,204,3,3543,3,2,22,2022,3001
3,2,1,6111,1751,158,2,3417,2,1,45,2022,3001
3,2,1,6111,1750,158,3,3313,1,1,27,2022,3001
3,2,1,6361,2065,106,2,4093,1,1,21,2020,3001
3,2,1,6361,2065,106,2,4094,2,1,25,2023,3002
3,2,1,6361,2060,106,2,3784,1,1,45,2020,
4,2,1,6419,2103,534,3,3739,1,2,25,,3001
4,3,2,6566,2185,454,3,3951,1,1,34,2022,3001
4,3,2,6690,2264,314,2,3344,1,1,33,2021,3001
4,3,2,6781,2308,667,2,4170,1,1,20,,3001
4,3,2,6781,2308,667,2,4171,2,1,18,2019,3001
4,2,1,6929,2393,312,3,3740,2,1,20,2021,3007
5,2,1,7333,2618,318,3,4081,1,2,58,2023,3001
5,2,1,7333,2615,318,2,4017,2,1,22,2022,3001
5,2,1,7333,2615,318,2,4018,3,2,27,2022,3001
5,2,1,7333,2613,318,3,4016,1,1,17,2022,3001
5,2,1,7393,2650,479,3,4114,1,1,26,2020,3001
5,3,2,7755,2831,206,2,4174,1,1,24,2023,3001
5,2,1,7907,2921,273,2,3765,1,1,23,2023,3001
5,2,1,7998,2967,249,3,3551,1,1,22,2022,3003
5,3,2,8154,3032,543,3,3735,1,1,27,2022,3001
5,2,1,8254,3082,155,3,3669,2,1,30,2022,3001
5,2,1,8254,3082,155,3,3670,3,2,32,2023,3001
5,2,1,8426,3168,271,3,4110,1,1,16,2021,3001
5,3,2,8587,3257,188,3,3254,7,1,17,2021,3001
5,3,2,8587,3256,188,3,3253,6,1,33,2022,3001
6,2,1,8657,3308,435,2,4131,4,1,18,2022,3001
6,3,2,8838,3408,289,2,3411,1,1,16,2022,3001
6,3,2,8838,3405,289,2,3346,1,1,17,2023,3001
6,3,2,8969,3494,231,2,3236,1,1,45,2020,3001
6,3,2,8969,3494,231,2,3237,2,2,27,,3001
6,2,1,8996,3514,205,2,3807,1,1,19,2023,3001
6,2,1,9041,3533,436,2,3753,1,1,55,2019,3001
6,2,1,9258,3666,328,2,3684,2,1,17,2021,3001
6,2,1,9258,3666,328,2,3685,3,1,18,2023,3001
6,3,2,9309,3694,648,3,3906,1,1,33,2019,3001
7,2,1,9333,3697,464,3,4156,2,1,34,,3001
7,2,1,9366,3705,284,3,4205,2,1,18,2018,3001
7,2,1,9394,3719,102,3,4208,1,1,28,,3001
7,3,2,9579,3815,352,3,3309,1,1,14,2019,3001
7,3,2,9645,3843,326,2,3651,1,1,16,2018,3001
7,3,2,9645,3843,326,2,3652,2,1,15,2019,3001
7,3,2,9645,3841,326,3,3499,5,2,24,2022,3001
7,2,1,9738,3914,344,3,4060,1,1,25,2021,3001
7,2,1,9794,3950,220,3,3743,1,1,24,2020,3001
7,2,1,9808,3960,279,1,3881,2,1,25,2021,3001
7,2,1,9902,4018,303,3,3321,1,1,16,2021,3001
8,2,1,10204,4155,340,3,4213,2,1,32,2021,3001
8,2,1,10204,4155,340,3,4214,3,1,30,2019,3001
8,2,1,10276,4199,195,3,3902,1,1,20,2022,3001
8,2,1,10442,4281,264,2,4124,1,1,19,2019,3001
8,2,1,10442,4281,264,2,4125,2,1,17,2023,3001
8,2,1,10442,4281,264,2,4126,3,2,20,2020,3001
8,2,1,10442,4285,264,1,4133,1,2,35,2018,3001
9,2,1,10936,4503,388,2,3248,1,2,21,2022,3001
9,2,1,10936,4503,388,2,3249,2,2,17,2022,3001
9,2,1,10936,4503,388,2,3250,3,2,17,2021,3001
9,2,1,11031,4548,352,3,3181,1,1,17,2020,3001
9,2,1,11031,4548,352,3,3182,2,1,18,2021,3001
9,2,1,11108,4570,404,3,3776,2,1,31,2018,3001
9,3,2,11156,4584,573,3,3974,4,1,28,2019,3001
9,3,2,11156,4583,573,3,3968,1,2,32,2020,3001
9,3,2,11156,4583,573,3,3969,2,2,28,2018,3001
9,3,2,11156,4583,573,3,3970,3,2,14,2018,3001
9,3,2,11244,4610,513,2,4053,5,1,18,2018,3001
9,3,2,11244,4610,513,2,4054,6,1,17,2019,3001
9,3,2,11244,4609,513,3,4050,2,1,19,2019,3001
9,3,2,11244,4609,513,3,4051,3,2,20,2018,3001
9,3,2,11244,4609,513,3,4052,4,2,25,2019,3001
9,2,1,11267,4613,284,2,4212,1,1,19,2019,3001
9,2,1,11287,4625,282,3,4215,4,2,17,2022,3001
9,2,1,11287,4625,282,3,4216,5,1,17,2019,3001
9,2,1,11287,4626,282,2,4217,6,2,18,2021,3001
9,3,2,11376,4655,453,2,3811,2,1,31,2023,3001
9,3,2,11376,4650,453,3,3736,1,1,22,2020,3001
9,3,2,11376,4652,453,3,3737,2,1,17,2019,3001
9,3,2,11376,4656,453,3,3812,3,1,14,2019,3001
9,3,2,11479,4700,641,3,3190,1,1,32,2018,3001
9,3,2,11479,4702,641,3,3243,1,1,19,2023,3001
9,2,1,11612,4745,372,3,3529,1,1,31,2021,3001
9,2,1,11612,4744,372,2,3526,1,1,26,2022,3001
9,2,1,11774,4802,276,3,4006,1,2,45,2018,3001
9,2,1,11774,4802,276,3,4007,2,2,40,2020,3001
9,3,2,11960,4878,306,2,3266,2,2,21,2021,3001
9,3,2,11960,4878,306,2,3267,3,1,19,2019,3001
9,3,2,11960,4879,306,3,3279,1,1,27,2019,3001
9,2,1,12018,4899,308,3,3316,1,1,22,2023,3001
9,2,1,12018,4899,308,3,3317,2,2,24,2023,3001
9,2,1,12018,4905,308,2,3539,1,1,20,2022,3001
9,2,1,12018,4900,308,3,3355,3,2,20,2022,3001
9,2,1,12074,4936,330,3,3810,1,1,20,,3001
10,2,1,12236,5016,288,3,3441,4,1,38,2019,3001
10,2,1,12236,5016,288,3,3442,5,2,16,2019,3001
10,2,1,12236,5016,288,3,3443,6,1,14,2019,3001
10,2,1,12236,5016,288,3,3444,7,2,35,2019,3001
10,2,1,12236,5016,288,3,3445,8,1,36,2019,3001
10,2,1,12236,5009,288,3,3021,1,2,16,,3001
10,2,1,12236,5015,288,3,3386,8,1,31,2020,3001
10,2,1,12236,5014,288,2,3384,6,2,24,2022,3001
10,2,1,12236,5014,288,2,3385,7,1,6,2022,3001
10,3,2,12301,5047,309,3,3538,2,1,25,,3001
10,2,1,12361,5063,509,2,3898,1,1,19,2020,3001
10,3,2,12435,5112,350,3,3713,1,1,34,2021,3001
10,3,2,12485,5135,430,2,3809,1,1,33,2023,3001
10,3,2,12485,5133,430,3,3792,3,1,24,2023,3001
10,3,2,12542,5175,226,3,3789,2,2,21,2022,3001
10,3,2,12635,5221,79,2,4071,1,1,48,2022,3001
10,3,2,12681,5263,221,2,4073,1,1,40,2023,3001
10,2,1,12844,5348,200,3,3683,1,1,20,2021,3001
10,3,2,12919,5398,272,2,4104,1,2,17,2023,3001
10,3,2,12919,5398,272,2,4105,2,2,15,2023,3001
10,2,1,12958,5424,141,2,3307,1,1,40,2023,3003
10,3,2,12985,5452,219,3,3319,4,1,32,2022,3001
10,3,2,12985,5449,219,3,3261,1,2,19,2018,3001
10,3,2,12985,5449,219,3,3262,2,2,16,2019,3001
10,3,2,12985,5449,219,3,3263,3,1,22,2021,3001
10,3,2,12985,5449,219,3,3264,4,1,18,2022,3001
10,3,2,12351,5491,145,3,3946,1,1,23,2020,3001
11,2,1,13134,5577,238,2,4030,2,2,18,2019,3001
11,2,1,13134,5577,238,2,4031,3,1,17,2018,3001
11,2,1,13146,5586,146,3,3879,5,1,16,2021,3001
11,2,1,13201,5616,209,2,3907,1,2,28,,3001
11,3,2,13273,5675,145,3,3985,1,1,26,2023,
11,3,2,13318,5715,191,3,3986,1,1,36,2023,3001
11,3,2,13384,5767,413,3,4078,1,2,30,,3001
11,3,2,13415,5788,218,3,4029,1,1,17,2023,3001
11,3,2,13415,5786,218,3,3923,1,1,22,2022,3001
11,3,2,13415,5786,218,3,3924,2,1,19,2023,3001
11,3,2,13415,5786,218,3,3925,3,2,17,2020,3001
11,3,2,13481,5841,287,3,3246,2,1,24,2021,3001
11,3,2,13481,5841,287,3,3247,3,2,26,2023,3001
11,3,2,13481,5839,287,3,3245,1,1,39,2022,3001
11,2,1,13489,5849,150,3,3848,2,2,23,2021,3001
11,2,1,13489,5849,150,3,3849,3,2,4,2021,3001
12,2,1,13670,5916,540,,3139,2,2,19,2023,3007
12,3,2,13754,5936,884,3,3376,1,2,17,2018,3001
12,3,2,13754,5936,884,3,3377,2,2,20,2018,3001
12,3,2,13754,5936,884,3,3378,3,2,6,2021,3001
12,3,2,13754,5938,884,2,4086,1,2,26,2018,3003
12,3,2,13901,5976,714,3,4178,1,1,17,2021,3001
12,3,2,13901,5976,714,3,4179,2,1,15,2021,3001
12,3,2,14289,6055,661,2,3836,1,1,18,2021,3003
12,3,2,14289,6055,661,2,3837,2,2,20,2019,3003
12,3,2,14414,6087,672,3,4180,3,2,27,2022,3001
12,3,2,14414,6087,672,3,4181,4,2,24,2022,3001
12,3,2,14414,6087,672,3,4182,5,2,19,2018,3001
12,3,2,14414,6087,672,3,4183,6,1,22,2021,3001
12,3,2,14414,6084,672,3,4154,7,1,38,2019,3001
12,3,2,14704,6162,804,2,3659,1,1,21,2022,3001
12,3,2,14704,6159,804,3,3544,1,1,16,2021,3001
12,3,2,14704,6159,804,3,3545,2,2,16,,3001
12,3,2,15128,6245,778,1,3950,1,1,33,2021,3001
12,3,2,15282,6276,769,3,4184,7,2,17,2023,3001
12,3,2,15282,6273,769,3,4109,1,1,17,2023,3001
12,3,2,14974,6311,448,2,3672,1,1,19,2022,3001
13,2,1,15504,6339,1353,2,3480,1,1,35,,3001
13,3,2,15806,6403,414,1,4061,2,1,17,2023,3001
13,3,2,16128,6473,862,3,3828,1,1,40,2022,3003
13,2,1,16172,6476,621,3,4013,5,1,16,2021,3001
13,2,1,16172,6475,621,2,4012,4,1,44,2020,3001
13,3,2,16270,6504,579,3,3511,1,1,17,2021,3001
13,3,2,16270,6504,579,3,3512,2,2,23,2022,3001
13,2,1,16362,6524,848,3,4059,1,1,31,2021,3001
13,2,1,16428,6536,242,3,4162,1,1,33,2020,3001
13,2,1,16428,6533,242,2,4023,1,1,28,2018,3001
13,3,2,16428,6527,242,3,3770,3,1,24,2020,3001
13,3,2,16428,6527,242,3,3771,4,2,23,2020,3001
13,3,2,16428,6531,242,2,4009,1,2,36,2022,3001
13,3,2,16428,6531,242,2,4010,2,2,32,2022,3001
13,3,2,16576,6556,712,3,3746,1,1,18,2019,3001
13,2,1,16737,6590,735,2,3142,1,1,22,2021,3001
13,2,1,16979,6649,882,2,3829,2,1,23,2021,3001
13,2,1,16979,6649,882,2,3830,3,1,17,2022,3001
13,2,1,16979,6652,882,2,3831,4,1,15,2022,3001
13,3,2,17062,6673,743,1,3563,1,2,17,2021,3001
13,3,2,17211,6704,425,2,3732,1,1,17,2020,3001
13,3,2,15669,6725,406,3,3120,1,1,35,2021,3001
13,3,2,15669,6725,406,3,3121,2,2,34,2021,3001
13,3,2,15669,6725,406,3,3122,3,2,9,2021,3001
13,3,2,15669,6725,406,3,3123,4,1,1,2021,3001
13,3,2,15669,6724,406,3,3108,5,1,16,,3001
13,3,2,15669,6724,406,3,3109,6,1,16,,3001
13,3,2,15669,6724,406,3,3110,7,1,18,,3001
13,3,2,15669,6724,406,3,3111,8,1,15,2018,3001
13,3,2,15669,6728,406,3,3337,1,1,17,2018,3001
13,3,2,15669,6728,406,3,3338,2,2,22,2019,3001
13,3,2,15669,6721,406,2,3058,1,1,26,2023,3001
13,3,2,15669,6721,406,2,3059,2,1,35,2023,3001
13,3,2,15669,6723,406,3,3097,1,1,20,,3001
14,2,1,17400,6757,534,3,3414,4,1,10,,3001
14,2,1,17400,6757,534,3,3415,5,1,39,,
14,3,2,17525,6796,554,3,3305,1,2,15,,3001
14,3,2,17525,6796,554,3,3306,2,2,12,2022,3001
14,3,2,17525,6793,554,3,3183,1,1,17,2022,3001
14,2,1,17630,6822,961,2,3562,2,1,40,2021,
14,3,2,17925,6906,461,3,4008,3,1,19,2019,3001
14,2,1,17970,6922,426,3,3899,1,1,21,2022,3001
14,2,1,17970,6925,426,2,4040,1,1,30,2021,3001
14,3,2,18059,6954,429,3,3954,1,1,20,2019,3001
14,3,2,18059,6950,429,3,3063,1,1,18,2019,3001
14,3,2,18311,7034,509,2,3772,5,1,17,2021,3001
14,3,2,18311,7036,509,2,3889,1,1,18,2018,
14,3,2,18311,7036,509,2,3890,2,1,20,,3001
14,3,2,18311,7036,509,2,3891,3,1,18,2018,3001
14,3,2,18417,7064,639,2,4147,1,1,35,2021,3001
14,2,1,18633,7126,551,2,3783,4,1,31,2018,3001
14,2,1,18633,7123,551,2,3460,3,1,30,2022,3001
14,3,2,18662,7137,487,2,3482,1,2,42,2020,3003
14,3,2,18751,7168,491,2,3782,3,2,33,2019,3001
14,3,2,18751,7166,491,2,3781,2,1,21,2019,3001
14,3,2,18751,7163,491,3,3163,2,2,17,,3001
14,3,2,18751,7163,491,3,3164,3,1,26,2023,3001
14,3,2,18751,7163,491,3,3165,4,2,20,2023,3001
15,2,1,18882,7233,139,3,4106,1,2,14,2023,3001
15,2,1,18882,7233,139,3,4107,2,2,16,2023,3001
15,2,1,18882,7226,139,2,3900,1,1,28,2023,3001
15,2,1,18882,7228,139,3,3901,1,2,45,2020,
15,3,2,18943,7278,108,2,3804,1,1,19,2023,3001
15,2,1,18998,7325,241,3,3456,1,1,24,2023,4015
15,3,2,19005,7332,142,1,3720,4,1,34,2023,3001
15,3,2,19005,7336,142,2,3725,1,1,24,2020,3001
15,3,2,19101,7420,237,3,3918,1,1,23,2021,3001
15,3,2,19101,7420,237,3,3919,2,1,17,2021,3001
15,3,2,19101,7420,237,3,3920,3,1,29,2021,3001
15,3,2,19101,7418,237,2,3726,2,1,23,2021,3001
15,3,2,19140,7441,133,2,3285,1,1,35,2021,3001
15,3,2,19140,7442,133,2,3286,2,1,44,2019,3001
15,3,2,19186,7481,96,2,3302,1,1,20,2021,3001
15,3,2,19186,7485,96,2,3489,1,2,28,2022,4015
15,2,1,19232,7534,379,3,4128,1,1,23,2022,3001
15,2,1,19232,7534,379,3,4129,2,1,6,2022,3001
15,2,1,19232,7534,379,3,4130,3,2,2,2022,3001
15,3,2,19247,7540,328,1,4070,2,1,29,2023,3001
15,3,2,19296,7585,276,1,3534,3,1,21,2022,3001
15,3,2,19336,7611,485,1,3481,1,1,24,2021,3001
16,2,1,19644,7681,736,3,3459,2,1,16,2019,3001
16,3,2,20116,7832,456,3,4186,1,1,25,2022,3001
16,3,2,20253,7862,432,2,3691,1,1,14,2021,3001
16,3,2,20362,7897,607,1,3687,2,1,18,2020,3001
16,3,2,20621,7965,412,2,4002,1,1,30,2023,3001
17,2,1,21278,8162,478,2,3612,1,2,22,2021,
17,2,1,21278,8162,478,2,3613,2,2,3,2021,
17,3,2,21379,8204,259,3,3604,1,1,23,2020,3001
17,3,2,21379,8204,259,3,3605,2,2,17,2023,3001
17,3,2,21379,8204,259,3,3606,3,2,24,2023,3001
17,2,1,21401,8214,267,3,3446,1,1,25,2019,3003
17,3,2,21464,8236,272,2,4141,7,2,23,2023,3001
17,3,2,21464,8231,272,1,3851,1,1,31,2023,3001
17,2,1,21586,8270,245,3,3852,2,2,27,2022,3001
17,2,1,21586,8271,245,3,3853,3,2,23,2022,3001
17,2,1,21623,8294,197,3,4190,1,2,26,2023,3001
17,2,1,21623,8295,197,3,4191,2,1,17,2023,3001
17,2,1,21623,8295,197,3,4192,3,2,18,2023,3001
17,2,1,21623,8292,197,2,3610,1,2,29,2018,3001
17,2,1,21623,8292,197,2,3611,2,2,10,2018,3001
17,3,2,21817,8403,347,3,4176,1,1,28,2021,3001
17,3,2,21817,8401,347,3,4113,2,2,14,2019,3001
17,3,2,21875,8423,277,3,3854,4,2,30,2023,3001
17,3,2,21875,8423,277,3,3855,5,1,11,2023,3001
17,2,1,21999,8478,228,2,4098,1,1,26,2021,
17,2,1,22081,8517,180,3,4077,1,1,11,,3001
18,2,1,22262,8669,139,3,3730,1,2,25,2022,3001
18,2,1,22262,8669,139,3,3731,2,1,28,2022,3001
18,2,1,22262,8672,139,3,3822,1,1,25,2020,3001
18,2,1,22296,8688,205,3,3699,1,1,44,2020,
18,2,1,22348,8717,237,2,3550,1,1,18,2022,3001
18,2,1,22348,8720,237,2,3657,1,2,32,2023,3001
18,2,1,22379,8746,137,2,3979,1,2,26,2020,4019
18,2,1,22379,8743,137,3,3486,1,1,22,,3001
18,2,1,22379,8743,137,3,3487,2,2,20,,3001
18,2,1,22379,8743,137,3,3488,3,2,19,,
18,3,2,22388,8752,237,3,3177,1,1,20,2022,3001
18,3,2,22600,8910,241,3,3507,2,1,30,2023,3001
18,3,2,22600,8908,241,3,3479,2,1,30,2019,3001
18,2,1,22612,8918,305,3,3978,1,1,30,2019,3002
18,3,2,22735,8985,833,3,3767,1,1,36,2020,3002
18,3,2,22735,8988,833,3,4033,2,1,22,2021,3002
18,3,2,22748,8994,362,2,4096,1,1,28,2023,3002
18,2,1,22802,9028,175,2,3625,3,1,35,,3001
19,2,1,22951,9113,159,3,4027,2,2,25,,3002
19,2,1,22951,9113,159,3,4028,3,1,45,,3001
19,2,1,23081,9191,114,3,3331,1,2,38,2023,3001
19,2,1,23084,9194,130,3,3268,4,2,30,2023,3001
19,2,1,23084,9194,130,3,3269,5,1,7,2023,3001
19,2,1,23084,9197,130,3,3303,2,1,35,2020,3001
19,3,2,23135,9240,163,3,3752,5,1,30,2023,3001
19,3,2,23135,9237,163,3,3536,1,1,23,,3001
19,2,1,23164,9265,184,3,4032,1,2,45,2023,3001
19,3,2,23203,9302,67,3,4004,1,2,20,2019,3001
19,3,2,23203,9302,67,3,4005,2,1,14,2020,3001
19,3,2,23203,9304,67,2,4144,1,1,16,2022,3001
19,3,2,23281,9378,92,3,3525,1,1,22,,3001
19,2,1,23334,9439,165,2,3997,1,2,29,2023,3001
19,2,1,23334,9439,165,2,3998,2,2,23,2023,3001
19,2,1,23334,9439,165,2,3999,3,2,6,2023,3001
19,2,1,23334,9439,165,2,4000,4,2,5,2023,3001
20,3,2,23771,9746,326,3,3399,1,2,15,2021,3001
20,3,2,23771,9747,326,2,3403,1,1,36,2020,
20,3,2,23771,9749,326,3,3453,1,1,15,2019,3001
20,3,2,23771,9749,326,3,3454,2,1,17,2019,3001
20,3,2,23830,9781,273,2,3862,1,1,15,2019,3001
20,3,2,23830,9781,273,2,3863,2,1,20,2020,3001
20,3,2,23830,9781,273,2,3864,3,1,19,2021,3001
20,3,2,23830,9781,273,2,3865,4,1,15,2022,3001
20,3,2,23830,9780,273,3,3785,1,1,18,2021,3001
20,3,2,23830,9780,273,3,3786,2,2,16,2021,3001
20,3,2,23830,9775,273,3,3430,1,1,25,2023,3001
20,3,2,23890,9819,216,1,3508,1,1,33,2023,3001
20,3,2,23890,9821,216,2,3535,1,1,48,2022,3001
20,2,1,23924,9836,390,3,4127,1,1,22,2021,3001
20,3,2,24041,9900,142,3,3975,1,2,41,2022,3001
20,3,2,24041,9902,142,3,3976,2,1,32,2019,3001
20,3,2,24041,9897,142,3,3939,1,1,28,2023,3001
20,3,2,24041,9897,142,3,3940,2,1,23,2023,3001
20,3,2,24099,9942,266,3,3932,1,1,20,2019,3001
21,2,1,24215,9998,143,3,4099,1,2,25,,3001
21,2,1,24314,10064,198,1,3391,1,1,26,2019,3001
21,2,1,24314,10068,198,2,3596,1,1,30,2019,3001
21,2,1,24314,10068,198,2,3597,2,1,11,2019,3001
21,2,1,24354,10088,171,1,3590,1,1,18,2022,3001
21,2,1,24398,10125,118,2,3748,1,1,32,,3001
21,2,1,24398,10125,118,2,3749,2,1,15,2021,3001
21,2,1,24437,10154,186,2,3367,1,1,28,2019,3001
21,2,1,24437,10160,186,1,3473,1,1,16,2023,3001
21,3,2,24526,10222,148,3,3758,2,2,25,2021,3001
21,3,2,24526,10226,148,2,4014,1,1,19,2019,3001
21,3,2,24526,10226,148,2,4015,2,1,38,,3001
21,2,1,24560,10240,291,2,3764,1,1,25,2022,3001
21,3,2,24588,10265,173,3,3808,1,1,16,2019,3001
21,3,2,24722,10380,149,3,3220,1,1,20,2018,3001
21,3,2,24722,10383,149,3,3310,1,2,24,2023,3001
21,3,2,24722,10375,149,3,3053,1,1,29,2019,3001
21,3,2,24722,10375,149,3,3054,2,2,7,2019,3001
21,3,2,24722,10377,149,3,3178,2,1,25,2023,3001
21,3,2,24761,10406,305,2,3071,1,1,43,2021,3001
21,3,2,24761,10405,305,3,3055,3,1,15,2023,3001
22,2,1,24870,10470,201,2,3987,1,1,34,2022,3001
22,2,1,25108,10602,210,2,3496,2,1,2,,3001
22,2,1,25108,10602,210,2,3497,3,1,20,2023,3001
22,2,1,25108,10601,210,1,3495,1,1,23,2022,3001
22,3,2,25172,10633,408,2,3517,1,1,16,,3001
22,3,2,25172,10633,408,2,3518,2,1,37,,3001
22,2,1,25248,10673,194,3,3251,4,2,30,2021,3001
22,2,1,25335,10734,195,3,3647,1,1,19,2021,3001
22,2,1,25335,10730,195,3,3632,1,1,17,2019,3001
22,2,1,25335,10730,195,3,3633,2,1,37,2023,3001
22,3,2,25385,10766,285,2,3643,1,1,15,2022,3001
22,3,2,25385,10765,285,2,3634,3,1,31,2021,3001
22,3,2,25385,10765,285,2,3635,4,1,15,2022,3001
22,3,2,25385,10768,285,2,3644,2,1,24,2023,3001
22,3,2,25441,10796,322,3,4122,1,1,12,2021,3001
22,3,2,25441,10793,322,2,4116,1,1,15,2018,3001
22,3,2,25441,10793,322,2,4117,2,2,26,2021,3001
22,3,2,25441,10793,322,2,4118,3,1,22,2021,3001
22,3,2,25441,10793,322,2,4119,4,2,1,2021,3001
22,3,2,25578,10874,274,1,4153,6,1,18,2020,3001
22,3,2,25696,10942,176,3,3640,2,1,28,2022,3002
22,3,2,25696,10945,176,3,3678,1,1,27,2020,3001
22,3,2,25696,10947,176,3,3679,2,1,21,2019,3001
22,3,2,25696,10947,176,3,3680,3,1,17,2021,3001
