DEPTO,DOMINIO,AREA,UPM,NO_HOGAR,FACTOR,POBREZA,EMIGRACION_ID,OCC,P01I02,P01I03,P01I04,P01I05
1,1,1,2233,319,900,3,37,37,2,41,2018,3001
1,1,1,2924,430,848,3,397,20,1,25,2020,3013
1,3,2,3686,544,1304,3,192,68,1,28,2022,3001
1,1,1,3780,572,654,3,421,44,2,33,2021,3001
1,1,1,3780,568,654,3,170,46,1,19,2021,3001
1,1,1,4723,748,729,3,277,15,1,23,2018,3001
1,3,2,5203,830,1023,3,200,5,1,25,2023,3001
2,3,2,5537,969,172,3,233,38,1,21,2019,3001
2,3,2,5537,969,172,3,234,39,1,20,2021,3001
2,3,2,5537,968,172,3,109,59,1,29,2021,3002
2,3,2,5537,971,172,3,403,26,1,21,2019,3002
2,2,1,5574,1018,116,3,14,14,2,30,2022,3001
2,2,1,5574,1020,116,3,328,4,1,25,2019,3002
2,2,1,5574,1020,116,3,329,5,1,34,2021,3002
2,3,2,5620,1103,119,3,395,18,1,16,2019,3001
2,3,2,5620,1103,119,3,396,19,1,16,2019,3001
2,3,2,5620,1096,119,3,203,8,2,20,2020,3001
2,3,2,5620,1102,119,3,393,16,1,19,2018,3001
2,3,2,5620,1102,119,3,394,17,1,27,2023,3001
2,2,1,5643,1132,112,3,6,6,1,39,2018,3001
2,2,1,5643,1132,112,3,7,7,1,22,2021,3001
2,2,1,5643,1132,112,3,8,8,1,16,2022,3001
2,2,1,5643,1136,112,2,311,49,1,28,2022,3001
2,2,1,5680,1184,135,2,5,5,1,25,2018,3002
2,2,1,5693,1208,77,3,36,36,2,24,2020,3001
2,3,2,5705,1239,39,3,313,51,1,23,2018,3001
2,3,2,5705,1239,39,3,314,52,1,30,2023,3001
2,2,1,5781,1341,167,3,413,36,1,25,2021,3001
2,2,1,5781,1341,167,3,414,37,2,16,2021,3001
2,2,1,5781,1341,167,3,415,38,2,7,,3001
2,2,1,5781,1337,167,3,155,31,1,26,,4015
2,2,1,5781,1337,167,3,156,32,1,42,2022,4015
2,3,2,5815,1396,127,2,376,52,1,28,2023,3001
3,2,1,5901,1480,192,3,332,8,2,37,2019,4015
3,3,2,6023,1633,168,3,261,66,1,35,2022,3001
3,3,2,6096,1726,146,3,366,42,2,9,2018,3001
4,2,1,6433,2108,307,3,280,18,1,37,2021,3001
4,2,1,6517,2162,258,2,383,6,1,46,2020,3001
4,2,1,6517,2158,258,2,35,35,1,28,2022,3001
4,2,1,6582,2198,247,3,125,1,1,35,2023,3001
4,3,2,6593,2207,254,3,364,40,1,19,2019,3001
4,3,2,6646,2239,290,3,162,38,1,17,,3001
4,3,2,6737,2286,377,3,342,18,1,19,2019,3001
4,3,2,6795,2312,276,3,369,45,1,32,2021,3001
4,2,1,6809,2326,353,2,316,54,1,27,2022,3002
4,2,1,6809,2321,353,2,22,22,1,41,2022,3002
4,3,2,6876,2366,439,2,195,71,1,23,2020,3001
4,3,2,6951,2411,258,3,169,45,1,30,,3002
4,3,2,6951,2413,258,3,363,39,1,38,2023,3002
4,3,2,6951,2414,258,3,372,48,1,28,2023,3001
4,2,1,7128,2502,1537,3,239,44,2,18,,4015
4,2,1,7201,2544,181,3,333,9,2,43,2022,4015
5,2,1,7542,2717,221,3,163,39,1,22,2022,3001
5,2,1,7702,2805,236,2,381,4,1,30,2022,3001
5,3,2,7860,2889,272,3,185,61,1,21,2022,3001
5,3,2,7950,2944,377,3,255,60,2,24,2021,3001
5,2,1,8104,3008,530,3,262,67,1,38,2021,3001
5,2,1,8461,3187,213,3,424,47,1,18,,3001
5,3,2,8475,3197,231,3,371,47,1,36,2021,3001
5,2,1,8535,3233,391,3,268,6,1,14,,3001
5,2,1,8535,3233,391,3,269,7,2,17,2019,3001
6,3,2,8957,3482,125,3,322,60,1,22,2022,3001
6,3,2,8957,3482,125,3,323,61,2,26,2022,3001
6,3,2,9009,3515,423,2,86,36,1,20,,3001
6,3,2,9009,3515,423,2,87,37,1,18,,3001
6,3,2,9009,3515,423,2,88,38,1,40,,3001
7,2,1,9525,3798,402,3,355,31,1,24,,3001
7,2,1,9525,3798,402,3,356,32,1,5,2018,3001
7,3,2,9541,3800,517,2,154,30,1,34,2019,3001
7,3,2,9657,3854,285,3,253,58,1,14,2018,3001
7,3,2,9657,3854,285,3,254,59,1,17,2019,3001
7,3,2,9657,3853,285,2,252,57,1,27,2021,3001
7,2,1,9713,3898,322,3,283,21,1,32,2021,3001
7,2,1,9713,3899,322,2,288,26,1,24,2019,3001
7,2,1,9713,3899,322,2,289,27,1,30,2023,3001
8,2,1,10002,4081,280,2,188,64,2,27,2022,3001
8,2,1,10002,4081,280,2,189,65,1,26,2021,3001
8,2,1,10002,4086,280,2,386,9,1,27,2019,3001
8,3,2,10585,4366,258,3,137,13,1,12,,3003
8,3,2,10585,4366,258,3,138,14,1,11,,3003
8,3,2,10585,4366,258,3,139,15,1,15,,3003
8,3,2,10657,4396,313,2,272,10,2,27,2022,3001
9,2,1,10952,4510,375,3,158,34,1,17,2022,3001
9,2,1,10952,4510,375,3,159,35,2,14,2022,3001
9,2,1,11012,4533,442,2,112,62,1,25,2018,3001
9,2,1,11012,4533,442,2,113,63,1,22,2018,3001
9,2,1,11012,4533,442,2,114,64,1,18,2020,3001
9,2,1,11196,4601,470,3,367,43,1,20,2018,3001
9,2,1,11337,4645,309,3,299,37,1,15,2022,3001
9,3,2,11395,4661,181,2,183,59,1,17,,3001
9,3,2,11395,4663,181,3,278,16,1,15,2019,3001
9,3,2,11395,4663,181,3,279,17,1,14,2020,3001
9,3,2,11679,4764,375,2,186,62,1,28,2021,3001
9,2,1,11811,4806,305,2,226,31,1,28,2018,3001
9,3,2,11904,4856,628,3,20,20,2,30,2019,3001
9,3,2,11904,4856,628,3,21,21,2,21,2018,3001
9,3,2,11980,4889,731,3,107,57,1,23,2021,3001
9,3,2,11980,4889,731,3,108,58,1,23,2021,3001
9,3,2,11980,4890,731,3,212,17,1,16,,3001
9,3,2,11980,4890,731,3,213,18,1,19,2019,3001
9,3,2,11980,4890,731,3,214,19,1,25,2020,3001
9,3,2,11980,4890,731,3,215,20,1,18,2021,3001
9,3,2,11980,4890,731,3,216,21,1,18,2023,3001
9,2,1,12049,4918,343,3,30,30,1,18,,3001
9,2,1,12049,4918,343,3,31,31,2,24,2022,3001
10,2,1,12249,5019,250,3,100,50,1,59,,3001
10,2,1,12249,5019,250,3,101,51,1,13,,4015
10,2,1,12249,5021,250,2,102,52,1,21,,3001
10,2,1,12249,5018,250,3,49,49,1,16,2020,3001
10,2,1,12384,5082,255,3,305,43,2,31,2022,3001
10,3,2,12448,5122,399,3,384,7,1,40,2021,3001
10,3,2,12644,5231,317,2,83,33,1,18,2021,3001
10,3,2,12644,5235,317,3,310,48,1,23,2018,3001
10,3,2,12771,5303,373,3,293,31,1,17,2021,3001
10,3,2,12771,5303,373,3,294,32,1,16,2021,3001
10,3,2,12771,5300,373,3,197,2,2,28,2019,3001
10,3,2,12840,5342,338,3,378,1,2,25,2019,4015
10,3,2,12840,5342,338,3,379,2,2,22,2022,4015
10,3,2,12939,5404,374,2,54,4,1,19,2022,3001
11,2,1,13179,5606,373,3,325,1,1,26,2020,3001
11,2,1,13294,5692,260,2,340,16,1,41,,3001
11,2,1,13294,5694,260,2,350,26,1,27,2022,3001
11,2,1,13425,5791,179,3,78,28,2,32,2022,3007
12,2,1,13543,5895,1042,3,32,32,1,21,2019,3001
12,2,1,13543,5895,1042,3,33,33,2,21,2022,3001
12,2,1,13543,5895,1042,3,34,34,1,20,2022,3001
12,2,1,13699,5923,349,2,301,39,1,17,2021,3001
12,3,2,13783,5946,372,3,296,34,1,15,2018,3001
12,3,2,13783,5946,372,3,297,35,1,22,2022,3001
12,3,2,13783,5946,372,3,298,36,1,3,2022,3001
12,3,2,13783,5948,372,3,430,53,1,16,2022,3001
12,3,2,13783,5942,372,3,193,69,1,16,,3001
12,3,2,13783,5942,372,3,194,70,1,16,,3001
12,3,2,13783,5944,372,3,292,30,1,16,2021,3001
12,3,2,13938,5982,512,3,223,28,1,16,2023,3001
12,3,2,13938,5982,512,3,224,29,2,16,2022,3001
12,3,2,13938,5978,512,3,12,12,1,34,2022,3001
12,3,2,14320,6061,417,2,273,11,1,28,2018,3001
12,3,2,14320,6057,417,2,73,23,1,22,2022,3001
12,3,2,14320,6064,417,3,291,29,1,20,,3001
12,3,2,14320,6060,417,2,184,60,1,17,2022,3001
12,3,2,14441,6095,464,3,417,40,1,20,,3001
12,3,2,14441,6095,464,3,418,41,2,21,2019,3001
12,3,2,14441,6095,464,3,419,42,1,20,2019,3001
12,3,2,14441,6094,464,2,359,35,2,22,2019,3001
12,3,2,14441,6094,464,2,360,36,1,20,2019,3001
12,3,2,14441,6094,464,2,361,37,1,2,2019,3001
12,3,2,14704,6157,804,3,38,38,1,21,2022,3001
12,3,2,14704,6157,804,3,39,39,1,27,2020,3001
12,3,2,15019,6215,1437,3,124,74,1,16,2021,3001
13,3,2,15701,6378,831,1,180,56,1,17,2022,3001
13,3,2,15835,6411,573,1,373,49,1,26,2021,3001
13,3,2,15835,6407,573,2,167,43,2,16,2020,3001
13,3,2,15835,6407,573,2,168,44,2,17,2021,3001
13,3,2,15976,6439,801,2,334,10,1,42,2018,3001
13,3,2,15976,6443,801,2,346,22,1,25,,3001
13,2,1,16050,6537,696,2,248,53,1,16,2019,3001
13,3,2,16935,6638,1642,2,374,50,1,28,2018,3001
13,3,2,17243,6713,504,2,309,47,1,17,2021,3001
13,3,2,17243,6707,504,1,82,32,1,15,2023,3001
13,3,2,17243,6706,504,2,77,27,1,33,2018,3001
13,3,2,17243,6714,504,3,428,51,1,40,2023,3003
13,3,2,17243,6714,504,3,429,52,1,15,2023,3003
14,2,1,17426,6764,450,3,198,3,2,42,2023,3001
14,3,2,17744,6848,673,3,92,42,2,18,2023,3001
14,3,2,17744,6852,673,2,431,54,1,21,2020,3001
14,3,2,17744,6852,673,2,432,55,1,18,2023,3001
14,3,2,17843,6887,495,3,286,24,1,19,,3001
14,3,2,17843,6887,495,3,287,25,1,20,,3001
14,3,2,17843,6891,495,2,303,41,1,17,2021,3001
14,3,2,17843,6891,495,2,304,42,1,17,2022,3001
14,2,1,18022,6937,1529,2,177,53,1,25,2019,3001
14,2,1,18022,6937,1529,2,178,54,1,15,,3001
14,2,1,18022,6938,1529,3,266,4,1,25,2018,3001
14,2,1,18022,6938,1529,3,267,5,1,18,2019,3001
14,2,1,18084,6963,1053,2,377,53,1,26,2023,3001
14,3,2,18227,6997,613,2,136,12,1,48,2021,3001
14,3,2,18227,6998,613,3,153,29,1,30,2019,3001
14,3,2,18345,7039,1073,2,59,9,1,18,,3001
14,3,2,18345,7039,1073,2,60,10,2,43,,3001
14,3,2,18573,7097,613,3,130,6,1,25,2022,3001
14,3,2,18573,7098,613,2,131,7,1,29,2019,3001
14,3,2,18573,7098,613,2,132,8,1,9,2019,3001
14,3,2,18573,7096,613,2,120,70,1,27,2022,3001
15,2,1,18810,7179,143,2,387,10,1,23,2023,3001
15,2,1,18927,7267,247,2,425,48,1,35,2023,7098
15,3,2,19013,7342,211,3,134,10,1,21,2021,3001
15,3,2,19013,7342,211,3,135,11,2,25,2022,3001
15,3,2,19053,7382,314,1,343,19,1,15,2023,3001
15,2,1,19065,7390,194,2,52,2,2,19,2019,3001
15,2,1,19065,7390,194,2,53,3,1,22,2021,3001
15,3,2,19151,7455,128,2,241,46,1,37,2020,3001
15,3,2,19151,7455,128,2,242,47,1,8,2020,3001
15,3,2,19151,7455,128,2,243,48,2,17,2022,3001
15,3,2,19110,7465,248,3,172,48,2,14,2022,3001
15,3,2,18850,7528,171,2,315,53,2,16,2023,3001
15,3,2,18850,7524,171,3,90,40,2,17,2018,3001
15,3,2,18850,7531,171,3,391,14,1,53,2021,3001
15,3,2,19256,7550,185,3,402,25,1,38,2022,3001
15,3,2,19256,7549,185,2,238,43,1,38,2022,3001
15,2,1,19270,7561,214,2,196,1,1,41,2022,3001
16,2,1,19678,7696,283,2,284,22,1,28,,3001
16,2,1,19678,7696,283,2,285,23,2,9,,3001
16,2,1,20769,8011,194,2,50,50,1,18,2019,3001
16,2,1,20769,8016,194,2,240,45,1,45,2023,3001
16,3,2,20808,8020,538,2,187,63,1,16,2023,
16,3,2,21061,8069,646,1,258,63,1,23,2021,3001
16,3,2,21061,8069,646,1,259,64,2,26,2023,3001
17,2,1,21294,8165,485,3,42,42,1,19,2018,3001
17,2,1,21294,8165,485,3,43,43,1,18,2020,3001
17,2,1,21294,8165,485,3,44,44,1,16,2021,3001
17,2,1,21294,8165,485,3,45,45,2,19,2019,3001
17,3,2,21539,8245,238,2,181,57,1,32,2021,3001
17,2,1,21606,8275,269,3,76,26,1,40,2019,3001
17,3,2,21198,8283,252,2,140,16,1,17,2019,3001
17,3,2,21198,8283,252,2,141,17,2,27,2023,3001
17,2,1,21623,8289,197,3,128,4,1,22,2020,3001
17,2,1,21623,8290,197,2,129,5,1,26,2021,3001
17,3,2,21684,8333,446,3,146,22,1,15,2018,3001
17,3,2,21745,8356,237,3,176,52,1,22,2019,3001
17,3,2,21745,8360,237,3,368,44,2,28,2021,3001
17,3,2,21817,8399,347,2,265,3,1,21,,3001
17,3,2,21879,8427,321,3,207,12,1,20,2023,3001
17,3,2,21946,8452,275,2,96,46,1,42,2021,3001
17,2,1,22012,8482,271,2,227,32,1,38,2021,3001
17,2,1,22012,8482,271,2,228,33,2,20,2023,3001
17,2,1,22012,8479,271,2,225,30,1,23,,3005
17,3,2,22025,8491,249,3,217,22,2,18,2023,3001
17,3,2,22025,8491,249,3,218,23,2,18,2022,3001
17,3,2,22025,8494,249,2,398,21,2,17,2019,3001
17,2,1,21416,8565,295,3,362,38,2,10,2019,3001
17,2,1,21480,8570,259,3,164,40,1,18,2021,3001
17,2,1,21480,8570,259,3,165,41,1,27,2019,3001
17,2,1,21480,8570,259,3,166,42,1,18,,3001
17,2,1,21480,8578,259,3,270,8,1,22,2019,3001
17,2,1,21480,8578,259,3,271,9,2,27,2021,3001
17,2,1,21480,8575,259,2,370,46,1,17,2020,3001
18,2,1,22262,8667,139,3,15,15,1,25,2021,3001
18,2,1,22309,8701,286,2,410,33,1,35,2019,3001
18,2,1,22309,8701,286,2,411,34,1,32,2022,3001
18,2,1,22309,8701,286,2,412,35,1,16,2022,3001
18,2,1,22309,8697,286,2,62,12,1,43,2019,3001
18,3,2,22487,8813,135,2,72,22,2,32,2023,3001
18,2,1,22502,8823,219,2,319,57,1,28,2023,3001
19,2,1,22976,9128,77,3,434,1,1,50,2018,3001
19,2,1,22976,9128,77,3,435,2,1,17,2018,3001
19,2,1,22976,9119,77,3,208,13,1,31,2020,3001
19,2,1,22976,9119,77,3,209,14,2,23,2020,3001
19,2,1,22976,9119,77,3,210,15,2,4,2020,3001
19,2,1,22976,9119,77,3,211,16,1,2,2020,3001
19,2,1,23009,9149,247,3,407,30,2,23,2023,3001
19,2,1,23098,9207,136,3,382,5,1,44,2023,3002
19,2,1,23172,9268,129,3,160,36,2,33,2019,3001
19,2,1,23172,9268,129,3,161,37,2,7,2019,3001
19,3,2,23210,9313,114,3,422,45,2,28,2023,3001
19,3,2,23210,9313,114,3,423,46,2,2,2023,
19,3,2,23210,9309,114,3,300,38,2,59,2023,3001
19,3,2,23210,9306,114,2,74,24,1,19,2023,3001
19,3,2,23246,9344,128,2,171,47,2,18,2021,3001
19,3,2,23419,9516,161,2,126,2,1,43,2023,3001
19,3,2,23419,9518,161,1,344,20,1,45,2021,3001
19,3,2,23419,9518,161,1,345,21,2,16,2021,3001
20,3,2,23655,9682,546,3,123,73,1,25,2021,3001
20,3,2,23726,9718,320,2,105,55,1,18,2021,3001
20,3,2,23786,9755,503,1,336,12,1,41,2019,3001
20,3,2,23786,9755,503,1,337,13,2,12,2019,3001
20,3,2,23905,9828,242,2,63,13,1,25,2022,3001
20,3,2,23995,9875,387,3,143,19,1,27,2020,3001
20,3,2,23995,9874,387,2,142,18,1,30,2023,3001
20,3,2,24063,9915,225,2,99,49,2,18,2023,3001
20,3,2,24063,9914,225,3,97,47,1,29,2022,3001
20,3,2,24063,9912,225,3,41,41,1,30,2021,3001
20,3,2,24063,9917,225,1,222,27,1,30,2022,3001
21,2,1,24265,10027,196,1,282,20,1,16,2019,3001
21,2,1,24265,10031,196,1,426,49,1,24,2023,3001
21,2,1,24265,10026,196,3,191,67,1,24,,3001
21,2,1,24407,10134,496,3,302,40,2,20,2019,3001
21,3,2,24537,10227,504,2,11,11,1,17,2018,3001
21,3,2,24537,10228,504,2,47,47,2,20,2023,3001
21,3,2,24537,10228,504,2,48,48,1,15,2018,3001
21,2,1,24570,10250,275,2,281,19,1,26,2021,3001
21,3,2,24598,10274,191,1,173,49,1,44,2019,3001
21,3,2,24598,10274,191,1,174,50,1,15,2019,3001
21,3,2,24598,10274,191,1,175,51,1,16,2023,3001
21,3,2,24598,10278,191,1,263,1,1,18,,3001
21,3,2,24677,10341,87,2,390,13,1,34,2023,3002
22,2,1,24882,10475,312,3,404,27,1,17,2018,3001
22,2,1,24882,10475,312,3,405,28,1,17,2021,3001
22,2,1,24882,10475,312,3,406,29,1,17,2023,3001
22,2,1,24882,10474,312,,256,61,1,19,2021,3001
22,2,1,24882,10474,312,,257,62,1,20,,3001
22,2,1,24989,10529,213,2,145,21,1,18,2023,3001
22,3,2,25184,10640,210,3,320,58,2,16,,3001
22,3,2,25184,10639,210,3,312,50,2,21,2021,3001
22,3,2,25639,10905,299,2,85,35,1,25,2021,3001
1,1,1,78,12,1185,3,515,14,2,25,2023,3001
1,1,1,442,61,2064,3,1500,1,1,37,2021,3001
1,1,1,1398,189,1149,3,744,2,2,38,2019,3001
1,3,2,2027,285,1456,2,680,1,1,43,2019,3001
1,1,1,2269,332,931,2,1320,2,2,28,2023,3001
1,1,1,2269,334,931,3,1391,1,2,34,2023,3001
1,1,1,2269,334,931,3,1392,2,1,31,2023,3001
1,1,1,2269,334,931,3,1393,3,1,11,2023,3001
1,1,1,2269,334,931,3,1394,4,1,2,2023,3001
1,1,1,2457,378,689,3,1257,1,1,44,2021,8098
1,1,1,3865,593,845,3,997,1,1,27,2020,3001
1,1,1,4054,629,886,3,1506,1,1,30,2019,3001
1,1,1,4293,674,1155,3,949,1,2,64,2022,3008
1,1,1,4293,674,1155,3,950,2,2,14,2022,3008
1,1,1,4293,674,1155,3,951,3,1,2,2022,3008
1,1,1,4293,674,1155,3,952,4,2,4,2022,3008
1,1,1,4293,674,1155,3,953,5,1,1,2022,3008
1,1,1,4293,674,1155,3,954,6,1,80,2022,3008
1,1,1,4293,674,1155,3,955,7,1,23,2022,3008
1,1,1,4608,726,932,3,1499,1,1,20,2022,3001
1,1,1,4608,723,932,3,1420,2,2,36,2022,3008
1,1,1,4914,781,741,3,524,23,1,17,2021,3001
2,3,2,5542,975,136,2,1289,1,1,23,2020,3002
2,2,1,5558,993,98,3,568,67,1,21,2021,3002
2,3,2,5626,1111,66,2,1040,1,1,24,2023,3002
2,2,1,5646,1141,105,3,1363,2,1,18,2018,3002
2,3,2,5655,1154,94,3,1510,1,1,24,2019,3001
2,3,2,5655,1151,94,3,1469,1,1,21,2018,3001
2,3,2,5655,1156,94,3,1511,2,2,19,,3001
2,2,1,5717,1256,43,3,1260,4,1,32,2022,4098
2,3,2,5764,1317,83,3,1051,1,1,22,2021,3001
2,3,2,5764,1318,83,3,1259,3,1,38,2021,3001
2,3,2,5821,1403,106,3,1258,2,1,6,,3001
3,2,1,5938,1531,117,3,528,27,2,24,2020,3001
3,3,2,6100,1736,144,3,596,19,1,18,2022,3001
3,3,2,6100,1736,144,3,597,20,1,29,2022,3001
3,3,2,6100,1736,144,3,598,21,1,26,2022,3001
3,3,2,6100,1736,144,3,599,22,1,22,2022,3001
3,2,1,6342,2043,100,3,1262,1,1,23,2023,3002
3,2,1,6367,2068,101,1,1274,1,2,19,2023,3001
4,2,1,6391,2088,273,3,1518,1,1,25,2023,3001
4,2,1,6391,2084,273,3,1134,1,1,22,2021,3001
4,2,1,6444,2114,449,2,1239,1,2,17,,3001
4,2,1,6444,2118,449,3,1519,1,1,21,2022,3001
4,2,1,6528,2175,274,3,1520,2,1,16,2022,3001
4,2,1,6528,2167,274,2,1472,1,1,20,2023,3001
4,3,2,6662,2253,211,3,1531,1,1,23,2023,3001
4,3,2,6662,2246,211,3,486,53,1,21,2021,3001
4,2,1,6824,2335,314,3,1527,1,1,41,2023,3002
4,3,2,6836,2338,371,3,1404,1,1,23,2021,3001
4,3,2,6966,2425,294,3,1526,1,1,21,2018,3001
4,3,2,7143,2509,368,3,502,1,1,23,,3001
4,3,2,7143,2504,368,3,474,41,1,26,,3001
4,3,2,7143,2504,368,3,475,42,1,19,2019,3001
4,3,2,7143,2504,368,3,476,43,1,21,2020,3001
4,3,2,7143,2510,368,3,503,2,1,19,2018,3001
4,3,2,7143,2510,368,3,504,3,1,23,2020,3001
4,3,2,7143,2510,368,3,505,4,1,23,2022,3001
5,2,1,7420,2663,269,2,1491,2,2,41,2021,3001
5,2,1,7420,2665,269,2,1507,1,1,26,2022,3001
5,2,1,7633,2771,277,2,1200,1,2,26,2019,3001
5,2,1,7633,2771,277,2,1201,2,2,22,2023,3001
5,2,1,7633,2771,277,2,1202,3,1,15,2021,3001
5,2,1,7633,2771,277,2,1203,4,2,3,2019,
5,3,2,7653,2778,277,3,825,1,1,17,2021,3001
5,3,2,7717,2814,261,3,1398,1,1,22,2022,3002
5,3,2,7717,2814,261,3,1399,2,1,17,2022,3002
5,2,1,7799,2859,314,3,1428,1,1,28,2022,3001
5,2,1,7914,2923,252,3,1334,1,2,56,2021,3001
5,2,1,7914,2924,252,3,1369,1,2,35,2022,3001
5,2,1,7914,2924,252,3,1370,2,2,13,2022,3001
5,2,1,7914,2927,252,3,1423,1,1,24,2020,3001
5,2,1,7914,2927,252,3,1424,2,1,20,2020,3001
5,2,1,7966,2948,306,3,1368,2,2,20,,3001
5,3,2,8055,2994,460,3,1179,2,1,16,2021,3001
5,3,2,8493,3203,266,2,1476,2,1,37,2023,3001
5,3,2,8493,3202,266,3,1475,1,1,31,2020,3001
6,2,1,8604,3283,341,2,1523,1,1,34,2019,3001
6,2,1,8734,3345,211,2,1189,1,1,17,2019,3001
6,3,2,8811,3386,150,3,506,5,1,17,2022,3001
6,3,2,9086,3562,528,3,1525,2,2,22,2021,3001
6,3,2,9295,3691,315,3,732,1,1,16,2021,3001
7,3,2,9469,3754,123,3,1451,1,1,25,2021,3001
7,3,2,9469,3753,123,3,1311,2,1,26,2021,3002
7,2,1,9488,3778,208,3,1287,5,1,23,2023,3001
7,2,1,9488,3775,208,3,1199,1,1,29,2022,3001
7,2,1,9488,3773,208,3,1091,1,1,25,,3001
7,3,2,9553,3805,209,3,1449,1,2,38,2021,3001
7,3,2,9553,3805,209,3,1450,2,2,26,2021,3001
7,3,2,9604,3831,236,3,1460,5,1,25,2021,3001
7,3,2,9604,3831,236,3,1461,6,1,21,2021,3001
7,2,1,9670,3863,167,2,1008,2,1,23,2020,3001
7,2,1,9670,3861,167,3,1007,1,1,22,2020,3001
7,2,1,9670,3858,167,2,1003,1,1,26,,3001
7,2,1,9670,3858,167,2,1004,2,1,27,,3001
7,3,2,9728,3910,237,3,1351,1,1,16,,3001
7,3,2,9728,3905,237,3,1030,2,1,39,2020,3001
7,3,2,9728,3909,237,2,1061,2,1,18,2018,3001
7,3,2,9728,3906,237,3,1034,4,1,18,2020,3001
7,3,2,9728,3906,237,3,1035,5,1,15,2020,3001
7,3,2,9728,3906,237,3,1036,6,1,17,2020,3001
7,3,2,9728,3904,237,2,1027,2,1,15,2019,3001
7,3,2,9728,3904,237,2,1028,3,1,17,2022,3001
7,2,1,9763,3926,230,2,1295,1,1,21,2022,3001
7,2,1,9763,3927,230,2,1340,1,1,26,2023,4015
7,3,2,9837,3970,414,2,461,28,1,25,2021,3001
7,3,2,9837,3971,414,3,462,29,1,19,2020,3001
7,3,2,9837,3971,414,3,463,30,2,22,2022,3001
7,3,2,9837,3973,414,2,507,6,2,31,2023,3001
7,2,1,9867,3995,329,3,473,40,1,32,,3001
7,2,1,9867,3994,329,3,468,35,1,33,2023,3001
8,2,1,10120,4128,271,3,1208,1,2,18,2020,3001
8,2,1,10120,4128,271,3,1209,2,2,16,2020,3001
8,3,2,10615,4378,178,3,1064,1,1,28,2018,3001
8,3,2,10615,4374,178,3,831,5,1,27,2021,3001
8,3,2,10615,4371,178,2,520,19,1,38,2023,3001
9,2,1,10899,4491,508,2,1273,1,1,46,2019,3001
9,3,2,11057,4562,307,2,1385,1,1,48,2022,3001
9,3,2,11192,4598,368,3,620,43,2,32,2019,3001
9,3,2,11192,4598,368,3,621,44,1,27,2019,3001
9,2,1,11566,4726,334,3,438,5,1,23,2022,3001
9,2,1,11566,4726,334,3,439,6,1,24,2021,3001
9,3,2,11694,4772,618,3,1490,1,1,27,2023,3001
9,2,1,11811,4807,305,2,665,1,1,18,2020,
9,3,2,11853,4836,418,2,608,31,1,27,2022,3001
9,3,2,11853,4836,418,2,609,32,1,19,2020,3001
9,3,2,11853,4835,418,1,607,30,1,18,2023,
9,3,2,11995,4895,457,3,1410,1,1,17,2019,3001
9,3,2,11995,4895,457,3,1411,2,1,16,2021,3003
10,2,1,12192,4985,436,3,466,33,1,42,2023,3003
10,2,1,12192,4985,436,3,467,34,2,21,2023,3003
10,3,2,12399,5089,284,2,1522,1,1,26,2021,3001
10,3,2,12459,5129,265,3,977,1,1,23,2021,3001
10,3,2,12459,5130,265,3,999,2,1,27,2023,3001
10,2,1,12578,5194,349,3,1233,2,1,39,,3001
10,3,2,12803,5318,610,2,1154,2,1,19,2023,3001
10,3,2,12803,5318,610,2,1155,3,1,21,2022,3001
10,3,2,12803,5319,610,3,1211,1,2,28,2022,3001
10,2,1,12880,5372,179,3,450,17,1,15,2022,3001
10,2,1,12964,5435,285,3,1482,1,1,39,2022,3001
10,2,1,12964,5432,285,2,1481,4,1,36,2022,3001
10,3,2,12324,5473,163,3,666,1,1,38,2022,3001
11,2,1,13000,5496,174,3,644,67,2,33,,3001
11,2,1,13000,5496,174,3,645,68,2,35,,3001
11,2,1,13158,5594,194,2,1156,1,1,31,2022,3001
11,2,1,13158,5595,194,3,1282,2,1,32,2023,3001
11,3,2,13226,5635,264,2,1441,1,1,13,2019,3001
11,3,2,13226,5636,264,3,1442,2,1,45,2020,3001
11,3,2,13340,5731,174,3,1193,1,2,23,2022,3001
11,3,2,13395,5770,294,3,1297,1,1,26,2022,3001
11,3,2,13459,5819,148,3,1073,1,1,21,2022,3001
11,3,2,13459,5823,148,3,1087,1,2,23,2021,3001
11,3,2,13510,5867,169,3,1188,1,1,34,2022,3001
11,3,2,13510,5862,169,3,1044,4,1,22,2018,3001
11,2,1,13539,5894,141,3,1292,2,2,32,2022,3001
12,3,2,13817,5950,708,3,799,1,1,26,,3001
12,2,1,13842,5961,423,3,658,2,2,35,2022,3001
12,2,1,13842,5958,423,2,657,1,2,18,2020,3001
12,3,2,13965,5984,599,3,1000,1,1,18,2022,3001
12,3,2,13965,5989,599,3,1160,1,2,17,2022,3001
12,3,2,14083,6006,466,3,1026,1,1,32,2019,3001
12,3,2,14491,6101,868,3,1041,1,1,19,,3001
12,3,2,14491,6101,868,3,1042,2,2,18,2020,3001
12,3,2,14491,6101,868,3,1043,3,1,18,2023,3001
12,3,2,14491,6099,868,3,698,1,1,18,2021,3001
12,3,2,14612,6139,424,3,1425,1,1,18,2019,3001
12,3,2,14612,6139,424,3,1426,2,1,17,2020,3001
12,3,2,14759,6169,458,3,1022,2,1,21,2022,3001
12,2,1,14871,6200,715,3,1483,1,2,28,2023,3001
